user_id,week,exercise,sets,reps_per_set,avg_rpe,volume,weighted_volume
27,2,situps,4,"[3, 3, 2, 1]",7.11,9,13.5
27,2,plank_seconds,4,"[72, 71, 70, 68]",10,281,84.3
27,2,pushups,4,"[8, 6, 6, 5]",8.22,25,25
27,2,squats,4,"[16, 16, 14, 13]",10,59,41.3
27,2,situps,4,"[3, 3, 2, 1]",7.11,9,13.5
27,2,plank_seconds,4,"[71, 72, 70, 69]",10,282,84.6
28,2,pushups,4,"[4, 3, 2, 1]",7.96,10,10
28,2,squats,4,"[9, 7, 6, 6]",10,28,19.6
28,2,situps,4,"[2, 1, 1, 1]",6.98,5,7.5
28,2,plank_seconds,4,"[39, 38, 37, 37]",10,151,45.3
28,2,pushups,4,"[3, 3, 2, 1]",7.96,9,9
28,2,squats,4,"[8, 7, 7, 4]",10,26,18.2
28,2,situps,4,"[2, 1, 1, 1]",6.98,5,7.5
28,2,plank_seconds,4,"[39, 38, 38, 37]",10,152,45.6
28,2,pushups,4,"[3, 2, 1, 1]",7.96,7,7
28,2,squats,4,"[9, 8, 6, 4]",10,27,18.9
28,2,situps,4,"[2, 1, 1, 1]",6.98,5,7.5
28,2,plank_seconds,4,"[40, 38, 37, 36]",10,151,45.3
29,2,pushups,4,"[3, 2, 2, 1]",8.12,8,8
29,2,squats,4,"[9, 7, 6, 4]",10,26,18.2
29,2,situps,4,"[2, 1, 1, 1]",7.06,5,7.5
29,2,plank_seconds,4,"[37, 36, 34, 33]",10,140,42
29,2,pushups,4,"[3, 3, 3, 1]",8.12,10,10
29,2,squats,4,"[8, 8, 6, 5]",10,27,18.9
29,2,situps,4,"[2, 1, 1, 1]",7.06,5,7.5
29,2,plank_seconds,4,"[37, 36, 34, 34]",10,141,42.3
0,3,pushups,4,"[4, 3, 2, 2]",8.05,11,11
0,3,squats,4,"[10, 9, 7, 7]",10,33,23.1
0,3,situps,4,"[1, 1, 1, 1]",6.82,4,6
0,3,plank_seconds,4,"[48, 46, 46, 44]",10,184,55.2
0,3,pushups,4,"[5, 4, 3, 1]",8.05,13,13
0,3,squats,4,"[11, 9, 9, 7]",10,36,25.2
0,3,situps,4,"[1, 1, 1, 1]",6.82,4,6
0,3,plank_seconds,4,"[47, 46, 45, 45]",10,183,54.9
0,3,pushups,4,"[4, 4, 3, 1]",8.05,12,12
0,3,squats,4,"[11, 10, 8, 8]",10,37,25.9
0,3,situps,4,"[1, 1, 1, 1]",6.82,4,6
0,3,plank_seconds,4,"[47, 46, 45, 44]",10,182,54.6
1,3,pushups,4,"[4, 2, 2, 1]",8.19,9,9
1,3,squats,4,"[8, 6, 6, 5]",10,25,17.5
1,3,situps,4,"[2, 1, 1, 1]",7.1,5,7.5
1,3,plank_seconds,4,"[35, 34, 33, 33]",10,135,40.5
1,3,pushups,4,"[4, 2, 1, 1]",8.19,8,8
1,3,squats,4,"[7, 7, 5, 5]",10,24,16.8
1,3,situps,4,"[2, 1, 1, 1]",7.1,5,7.5
1,3,plank_seconds,4,"[35, 34, 34, 33]",10,136,40.8
2,3,pushups,4,"[15, 14, 13, 13]",8.29,55,55
2,3,squats,4,"[32, 31, 30, 29]",10,122,85.4
2,3,situps,4,"[7, 6, 5, 4]",7.14,22,33
2,3,plank_seconds,4,"[139, 138, 137, 136]",10,550,165
2,3,pushups,4,"[15, 15, 13, 12]",8.29,55,55
2,3,squats,4,"[32, 32, 31, 30]",10,125,87.5
2,3,situps,4,"[7, 6, 6, 5]",7.14,24,36
2,3,plank_seconds,4,"[138, 137, 136, 136]",10,547,164.1
2,3,pushups,4,"[14, 14, 14, 13]",8.29,55,55
2,3,squats,4,"[33, 32, 30, 29]",10,124,86.8
2,3,situps,4,"[7, 7, 6, 5]",7.14,25,37.5
2,3,plank_seconds,4,"[139, 138, 136, 135]",10,548,164.4
3,3,pushups,4,"[5, 5, 3, 3]",8.39,16,16
3,3,squats,4,"[11, 11, 9, 8]",10,39,27.3
3,3,situps,4,"[3, 2, 1, 1]",7.19,7,10.5
3,3,plank_seconds,4,"[49, 48, 48, 47]",10,192,57.6
3,3,pushups,4,"[5, 5, 4, 2]",8.39,16,16
3,3,squats,4,"[11, 10, 9, 9]",10,39,27.3
3,3,situps,4,"[3, 1, 1, 1]",7.19,6,9
3,3,plank_seconds,4,"[50, 49, 48, 47]",10,194,58.2
3,3,pushups,4,"[6, 5, 3, 2]",8.39,16,16
3,3,squats,4,"[11, 11, 10, 8]",10,40,28
3,3,situps,4,"[1, 1, 1, 1]",7.19,4,6
3,3,plank_seconds,4,"[50, 48, 47, 47]",10,192,57.6
4,3,pushups,4,"[13, 11, 9, 8]",8.31,41,41
4,3,squats,4,"[23, 22, 22, 21]",10,88,61.6
4,3,situps,4,"[5, 5, 4, 3]",7.15,17,25.5
4,3,plank_seconds,4,"[102, 102, 101, 99]",10,404,121.2
4,3,pushups,4,"[13, 11, 9, 8]",8.31,41,41
4,3,squats,4,"[24, 23, 22, 21]",10,90,63
4,3,situps,4,"[6, 5, 4, 2]",7.15,17,25.5
4,3,plank_seconds,4,"[103, 102, 102, 99]",10,406,121.8
4,3,pushups,4,"[12, 9, 10, 8]",8.31,39,39
4,3,squats,4,"[24, 22, 21, 20]",10,87,60.9
4,3,situps,4,"[5, 5, 2, 3]",7.15,15,22.5
4,3,plank_seconds,4,"[101, 101, 101, 100]",10,403,120.9
5,3,pushups,4,"[5, 5, 4, 2]",8.31,16,16
5,3,squats,4,"[12, 9, 9, 8]",10,38,26.6
5,3,situps,4,"[3, 2, 1, 1]",7.16,7,10.5
5,3,plank_seconds,4,"[51, 49, 48, 47]",10,195,58.5
5,3,pushups,4,"[6, 4, 3, 4]",8.31,17,17
5,3,squats,4,"[11, 10, 10, 8]",10,39,27.3
5,3,situps,4,"[2, 1, 1, 1]",7.16,5,7.5
5,3,plank_seconds,4,"[51, 50, 48, 47]",10,196,58.8
6,3,pushups,4,"[13, 13, 12, 10]",8.26,48,48
6,3,squats,4,"[28, 27, 27, 26]",10,108,75.6
6,3,situps,4,"[6, 6, 5, 3]",7.13,20,30
6,3,plank_seconds,4,"[123, 123, 120, 120]",10,486,145.8
6,3,pushups,4,"[13, 13, 12, 11]",8.26,49,49
6,3,squats,4,"[28, 28, 27, 26]",10,109,76.3
6,3,situps,4,"[7, 5, 5, 4]",7.13,21,31.5
6,3,plank_seconds,4,"[122, 122, 120, 119]",10,483,144.9
6,3,pushups,4,"[14, 13, 11, 11]",8.26,49,49
6,3,squats,4,"[29, 27, 26, 25]",10,107,74.9
6,3,situps,4,"[6, 6, 4, 2]",7.13,18,27
6,3,plank_seconds,4,"[122, 121, 121, 119]",10,483,144.9
7,3,pushups,4,"[5, 5, 3, 3]",8.19,16,16
7,3,squats,4,"[13, 12, 10, 9]",10,44,30.8
7,3,situps,4,"[3, 1, 1, 1]",7.09,6,9
7,3,plank_seconds,4,"[53, 53, 51, 50]",10,207,62.1
7,3,pushups,4,"[6, 4, 3, 3]",8.19,16,16
7,3,squats,4,"[13, 11, 11, 9]",10,44,30.8
7,3,situps,4,"[3, 1, 1, 1]",7.09,6,9
7,3,plank_seconds,4,"[53, 53, 51, 51]",10,208,62.4
7,3,pushups,4,"[5, 4, 3, 2]",8.19,14,14
7,3,squats,4,"[12, 11, 10, 10]",10,43,30.1
7,3,situps,4,"[3, 2, 1, 1]",7.09,7,10.5
7,3,plank_seconds,4,"[54, 52, 52, 50]",10,208,62.4
8,3,pushups,4,"[5, 4, 2, 1]",8.28,12,12
8,3,squats,4,"[9, 9, 8, 7]",10,33,23.1
8,3,situps,4,"[2, 1, 1, 1]",6.91,5,7.5
8,3,plank_seconds,4,"[42, 40, 41, 39]",10,162,48.6
8,3,pushups,4,"[4, 4, 2, 2]",8.28,12,12
8,3,squats,4,"[10, 8, 8, 6]",10,32,22.4
8,3,situps,4,"[2, 1, 1, 1]",6.91,5,7.5
8,3,plank_seconds,4,"[43, 42, 40, 39]",10,164,49.2
8,3,pushups,4,"[4, 4, 2, 1]",8.28,11,11
8,3,squats,4,"[10, 8, 7, 6]",10,31,21.7
8,3,situps,4,"[1, 1, 1, 1]",6.91,4,6
8,3,plank_seconds,4,"[42, 42, 41, 39]",10,164,49.2
9,3,pushups,4,"[15, 14, 13, 12]",8.34,54,54
9,3,squats,4,"[32, 32, 29, 28]",10,121,84.7
9,3,situps,4,"[7, 7, 6, 5]",7.17,25,37.5
9,3,plank_seconds,4,"[134, 133, 133, 133]",10,533,159.9
9,3,pushups,4,"[15, 13, 14, 13]",8.34,55,55
9,3,squats,4,"[31, 30, 29, 29]",10,119,83.3
9,3,situps,4,"[7, 7, 4, 4]",7.17,22,33
9,3,plank_seconds,4,"[135, 134, 133, 133]",10,535,160.5
10,3,pushups,4,"[4, 3, 2, 1]",8.04,10,10
10,3,squats,4,"[9, 7, 5, 6]",10,27,18.9
10,3,situps,4,"[1, 1, 1, 1]",7.02,4,6
10,3,plank_seconds,4,"[39, 38, 37, 36]",10,150,45
10,3,pushups,4,"[3, 3, 1, 1]",8.04,8,8
10,3,squats,4,"[8, 7, 7, 5]",10,27,18.9
10,3,situps,4,"[2, 1, 1, 1]",7.02,5,7.5
10,3,plank_seconds,4,"[38, 38, 37, 35]",10,148,44.4
11,3,pushups,4,"[6, 4, 2, 2]",8.19,14,14
11,3,squats,4,"[10, 9, 7, 7]",10,33,23.1
11,3,situps,4,"[2, 1, 1, 1]",6.87,5,7.5
11,3,plank_seconds,4,"[44, 44, 42, 42]",10,172,51.6
11,3,pushups,4,"[4, 3, 3, 2]",8.19,12,12
11,3,squats,4,"[9, 8, 8, 6]",10,31,21.7
11,3,situps,4,"[1, 1, 1, 1]",6.87,4,6
11,3,plank_seconds,4,"[44, 43, 42, 41]",10,170,51
11,3,pushups,4,"[5, 5, 2, 2]",8.19,14,14
11,3,squats,4,"[10, 8, 8, 6]",10,32,22.4
11,3,situps,4,"[2, 1, 1, 1]",6.87,5,7.5
11,3,plank_seconds,4,"[44, 43, 42, 42]",10,171,51.3
12,3,pushups,4,"[10, 10, 8, 7]",8.33,35,35
12,3,squats,4,"[21, 20, 19, 19]",10,79,55.3
12,3,situps,4,"[4, 3, 2, 2]",7.06,11,16.5
12,3,plank_seconds,4,"[93, 92, 92, 90]",10,367,110.1
12,3,pushups,4,"[11, 10, 8, 8]",8.33,37,37
12,3,squats,4,"[21, 21, 20, 18]",10,80,56
12,3,situps,4,"[4, 3, 3, 1]",7.06,11,16.5
12,3,plank_seconds,4,"[93, 93, 91, 91]",10,368,110.4
13,3,pushups,4,"[2, 2, 1, 1]",8,6,6
13,3,squats,4,"[7, 6, 4, 3]",10,20,14
13,3,situps,4,"[1, 1, 1, 1]",6.67,4,6
13,3,plank_seconds,4,"[29, 28, 27, 25]",10,109,32.7
14,3,pushups,4,"[9, 8, 7, 6]",8.31,30,30
14,3,squats,4,"[18, 19, 17, 16]",10,70,49
14,3,situps,4,"[5, 4, 3, 1]",7.15,13,19.5
14,3,plank_seconds,4,"[86, 85, 84, 82]",10,337,101.1
14,3,pushups,4,"[10, 9, 7, 8]",8.31,34,34
14,3,squats,4,"[19, 19, 17, 17]",10,72,50.4
14,3,situps,4,"[4, 3, 2, 2]",7.15,11,16.5
14,3,plank_seconds,4,"[86, 85, 82, 84]",10,337,101.1
14,3,pushups,4,"[10, 8, 8, 7]",8.31,33,33
14,3,squats,4,"[19, 19, 17, 16]",10,71,49.7
14,3,situps,4,"[4, 3, 3, 2]",7.15,12,18
14,3,plank_seconds,4,"[86, 85, 84, 82]",10,337,101.1
15,3,pushups,4,"[2, 1, 1, 1]",7.81,5,5
15,3,squats,4,"[7, 6, 5, 3]",10,21,14.7
15,3,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,3,plank_seconds,4,"[32, 32, 31, 29]",10,124,37.2
15,3,pushups,4,"[2, 1, 1, 1]",7.81,5,5
15,3,squats,4,"[7, 6, 4, 3]",10,20,14
15,3,situps,4,"[1, 1, 1, 1]",6.6,4,6
15,3,plank_seconds,4,"[33, 31, 30, 30]",10,124,37.2
16,3,pushups,4,"[5, 3, 2, 1]",8.33,11,11
16,3,squats,4,"[10, 8, 7, 7]",10,32,22.4
16,3,situps,4,"[2, 1, 1, 1]",6.93,5,7.5
16,3,plank_seconds,4,"[41, 41, 40, 39]",10,161,48.3
17,3,pushups,4,"[7, 6, 6, 5]",8.38,24,24
17,3,squats,4,"[16, 14, 13, 13]",10,56,39.2
17,3,situps,4,"[4, 3, 2, 1]",7.19,10,15
17,3,plank_seconds,4,"[66, 65, 65, 64]",10,260,78
18,3,pushups,4,"[9, 8, 6, 5]",8.31,28,28
18,3,squats,4,"[18, 17, 16, 15]",10,66,46.2
18,3,situps,4,"[4, 3, 2, 1]",7.03,10,15
18,3,plank_seconds,4,"[77, 76, 74, 74]",10,301,90.3
18,3,pushups,4,"[8, 8, 6, 6]",8.31,28,28
18,3,squats,4,"[17, 17, 15, 14]",10,63,44.1
18,3,situps,4,"[4, 2, 2, 1]",7.03,9,13.5
18,3,plank_seconds,4,"[77, 75, 74, 73]",10,299,89.7
18,3,pushups,4,"[9, 8, 6, 6]",8.31,29,29
18,3,squats,4,"[16, 16, 15, 14]",10,61,42.7
18,3,situps,4,"[3, 3, 1, 1]",7.03,8,12
18,3,plank_seconds,4,"[77, 76, 75, 73]",10,301,90.3
19,3,pushups,4,"[3, 1, 1, 1]",8.23,6,6
19,3,squats,4,"[5, 4, 4, 3]",10,16,11.2
19,3,situps,4,"[1, 1, 1, 1]",6.74,4,6
19,3,plank_seconds,4,"[27, 25, 24, 22]",10,98,29.4
20,3,pushups,4,"[2, 1, 1, 1]",8.17,5,5
20,3,squats,4,"[6, 4, 4, 2]",10,16,11.2
20,3,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,3,plank_seconds,4,"[26, 26, 24, 23]",10,99,29.7
20,3,pushups,4,"[3, 2, 1, 1]",8.17,7,7
20,3,squats,4,"[6, 4, 4, 3]",10,17,11.9
20,3,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,3,plank_seconds,4,"[26, 26, 24, 24]",10,100,30
20,3,pushups,4,"[2, 2, 1, 1]",8.17,6,6
20,3,squats,4,"[6, 4, 4, 2]",10,16,11.2
20,3,situps,4,"[1, 1, 1, 1]",6.72,4,6
20,3,plank_seconds,4,"[27, 25, 24, 23]",10,99,29.7
21,3,pushups,4,"[9, 7, 7, 6]",8.19,29,29
21,3,squats,4,"[18, 17, 17, 15]",10,67,46.9
21,3,situps,4,"[4, 3, 2, 1]",6.97,10,15
21,3,plank_seconds,4,"[81, 80, 80, 79]",10,320,96
22,3,pushups,4,"[5, 5, 3, 3]",8.4,16,16
22,3,squats,4,"[12, 11, 9, 9]",10,41,28.7
22,3,situps,4,"[3, 2, 1, 1]",7.2,7,10.5
22,3,plank_seconds,4,"[49, 49, 48, 46]",10,192,57.6
22,3,pushups,4,"[6, 3, 4, 2]",8.4,15,15
22,3,squats,4,"[12, 10, 10, 7]",10,39,27.3
22,3,situps,4,"[2, 1, 1, 1]",7.2,5,7.5
22,3,plank_seconds,4,"[49, 49, 48, 47]",10,193,57.9
22,3,pushups,4,"[5, 4, 4, 3]",8.4,16,16
22,3,squats,4,"[11, 10, 10, 9]",10,40,28
22,3,situps,4,"[2, 1, 1, 1]",7.2,5,7.5
22,3,plank_seconds,4,"[48, 47, 48, 47]",10,190,57
23,3,pushups,4,"[7, 6, 5, 3]",8.38,21,21
23,3,squats,4,"[13, 12, 11, 10]",10,46,32.2
23,3,situps,4,"[3, 2, 1, 1]",7.02,7,10.5
23,3,plank_seconds,4,"[59, 56, 55, 55]",10,225,67.5
23,3,pushups,4,"[6, 6, 4, 3]",8.38,19,19
23,3,squats,4,"[13, 13, 11, 10]",10,47,32.9
23,3,situps,4,"[3, 1, 1, 1]",7.02,6,9
23,3,plank_seconds,4,"[57, 57, 55, 55]",10,224,67.2
23,3,pushups,4,"[6, 6, 5, 4]",8.38,21,21
23,3,squats,4,"[14, 12, 11, 11]",10,48,33.6
23,3,situps,4,"[2, 1, 1, 1]",7.02,5,7.5
23,3,plank_seconds,4,"[57, 56, 55, 54]",10,222,66.6
24,3,pushups,4,"[4, 3, 1, 1]",8.05,9,9
24,3,squats,4,"[9, 8, 7, 5]",10,29,20.3
24,3,situps,4,"[1, 1, 1, 1]",7.03,4,6
24,3,plank_seconds,4,"[38, 36, 36, 34]",10,144,43.2
24,3,pushups,4,"[4, 2, 1, 1]",8.05,8,8
24,3,squats,4,"[9, 8, 7, 5]",10,29,20.3
24,3,situps,4,"[3, 1, 1, 1]",7.03,6,9
24,3,plank_seconds,4,"[38, 37, 36, 34]",10,145,43.5
24,3,pushups,4,"[3, 1, 2, 1]",8.05,7,7
24,3,squats,4,"[9, 8, 6, 5]",10,28,19.6
24,3,situps,4,"[1, 1, 1, 1]",7.03,4,6
24,3,plank_seconds,4,"[37, 37, 35, 35]",10,144,43.2
25,3,pushups,4,"[9, 8, 7, 6]",8.29,30,30
25,3,squats,4,"[17, 17, 15, 14]",10,63,44.1
25,3,situps,4,"[4, 3, 1, 1]",7.02,9,13.5
25,3,plank_seconds,4,"[77, 76, 76, 74]",10,303,90.9
26,3,pushups,4,"[5, 5, 3, 3]",8.34,16,16
26,3,squats,4,"[12, 11, 9, 9]",10,41,28.7
26,3,situps,4,"[2, 1, 1, 1]",7.17,5,7.5
26,3,plank_seconds,4,"[51, 49, 49, 48]",10,197,59.1
26,3,pushups,4,"[4, 5, 3, 3]",8.34,15,15
26,3,squats,4,"[11, 9, 10, 9]",10,39,27.3
26,3,situps,4,"[2, 1, 2, 1]",7.17,6,9
26,3,plank_seconds,4,"[51, 49, 47, 47]",10,194,58.2
27,3,pushups,4,"[7, 6, 6, 4]",8.22,23,23
27,3,squats,4,"[16, 16, 14, 12]",10,58,40.6
27,3,situps,4,"[4, 3, 1, 1]",7.11,9,13.5
27,3,plank_seconds,4,"[71, 70, 69, 68]",10,278,83.4
27,3,pushups,4,"[8, 7, 5, 5]",8.22,25,25
27,3,squats,4,"[16, 16, 14, 14]",10,60,42
27,3,situps,4,"[3, 3, 1, 1]",7.11,8,12
27,3,plank_seconds,4,"[71, 70, 69, 68]",10,278,83.4
28,3,pushups,4,"[3, 3, 2, 1]",7.96,9,9
28,3,squats,4,"[9, 7, 7, 5]",10,28,19.6
28,3,situps,4,"[2, 1, 1, 1]",6.98,5,7.5
28,3,plank_seconds,4,"[39, 38, 38, 36]",10,151,45.3
29,3,pushups,4,"[4, 3, 1, 1]",8.12,9,9
29,3,squats,4,"[9, 6, 6, 5]",10,26,18.2
29,3,situps,4,"[2, 1, 1, 1]",7.06,5,7.5
29,3,plank_seconds,4,"[37, 36, 36, 34]",10,143,42.9
29,3,pushups,4,"[4, 3, 1, 1]",8.12,9,9
29,3,squats,4,"[8, 7, 6, 5]",10,26,18.2
29,3,situps,4,"[1, 1, 1, 1]",7.06,4,6
29,3,plank_seconds,4,"[36, 37, 35, 33]",10,141,42.3
29,3,pushups,4,"[4, 2, 1, 1]",8.12,8,8
29,3,squats,4,"[9, 7, 7, 6]",10,29,20.3
29,3,situps,4,"[2, 1, 1, 1]",7.06,5,7.5
29,3,plank_seconds,4,"[36, 35, 35, 34]",10,140,42
0,4,pushups,4,"[4, 3, 2, 1]",8.05,10,10
0,4,squats,4,"[10, 9, 8, 7]",10,34,23.8
0,4,situps,4,"[2, 1, 1, 1]",6.82,5,7.5
0,4,plank_seconds,4,"[47, 46, 46, 45]",10,184,55.2
0,4,pushups,4,"[4, 3, 3, 1]",8.05,11,11
0,4,squats,4,"[10, 10, 9, 8]",10,37,25.9
0,4,situps,4,"[1, 1, 1, 1]",6.82,4,6
0,4,plank_seconds,4,"[48, 47, 46, 45]",10,186,55.8
0,4,pushups,4,"[5, 4, 3, 1]",8.05,13,13
0,4,squats,4,"[10, 10, 8, 7]",10,35,24.5
0,4,situps,4,"[2, 1, 1, 1]",6.82,5,7.5
0,4,plank_seconds,4,"[47, 47, 46, 45]",10,185,55.5
1,4,pushups,4,"[3, 3, 1, 1]",8.19,8,8
1,4,squats,4,"[7, 7, 6, 4]",10,24,16.8
1,4,situps,4,"[1, 1, 1, 1]",7.1,4,6
1,4,plank_seconds,4,"[36, 35, 34, 33]",10,138,41.4
1,4,pushups,4,"[3, 2, 2, 1]",8.19,8,8
1,4,squats,4,"[8, 6, 5, 4]",10,23,16.1
1,4,situps,4,"[2, 1, 1, 1]",7.1,5,7.5
1,4,plank_seconds,4,"[36, 34, 34, 33]",10,137,41.1
1,4,pushups,4,"[3, 2, 1, 1]",8.19,7,7
1,4,squats,4,"[7, 7, 6, 5]",10,25,17.5
1,4,situps,4,"[1, 1, 1, 1]",7.1,4,6
1,4,plank_seconds,4,"[35, 35, 34, 32]",10,136,40.8
2,4,pushups,4,"[16, 16, 12, 13]",8.29,57,57
2,4,squats,4,"[32, 32, 30, 29]",10,123,86.1
2,4,situps,4,"[8, 8, 6, 4]",7.14,26,39
2,4,plank_seconds,4,"[138, 137, 136, 135]",10,546,163.8
2,4,pushups,4,"[16, 14, 14, 13]",8.29,57,57
2,4,squats,4,"[32, 31, 31, 30]",10,124,86.8
2,4,situps,4,"[8, 6, 6, 4]",7.14,24,36
2,4,plank_seconds,4,"[137, 139, 137, 136]",10,549,164.7
2,4,pushups,4,"[15, 14, 13, 12]",8.29,54,54
2,4,squats,4,"[34, 31, 30, 29]",10,124,86.8
2,4,situps,4,"[8, 7, 5, 5]",7.14,25,37.5
2,4,plank_seconds,4,"[139, 138, 137, 137]",10,551,165.3
3,4,pushups,4,"[5, 5, 4, 3]",8.39,17,17
3,4,squats,4,"[11, 10, 9, 9]",10,39,27.3
3,4,situps,4,"[3, 1, 1, 1]",7.19,6,9
3,4,plank_seconds,4,"[49, 49, 48, 47]",10,193,57.9
3,4,pushups,4,"[5, 4, 3, 3]",8.39,15,15
3,4,squats,4,"[12, 10, 9, 8]",10,39,27.3
3,4,situps,4,"[3, 1, 1, 1]",7.19,6,9
3,4,plank_seconds,4,"[49, 49, 48, 46]",10,192,57.6
4,4,pushups,4,"[11, 10, 10, 8]",8.31,39,39
4,4,squats,4,"[24, 23, 22, 21]",10,90,63
4,4,situps,4,"[6, 5, 3, 3]",7.15,17,25.5
4,4,plank_seconds,4,"[103, 101, 101, 101]",10,406,121.8
4,4,pushups,4,"[11, 11, 10, 8]",8.31,40,40
4,4,squats,4,"[23, 22, 21, 21]",10,87,60.9
4,4,situps,4,"[5, 4, 4, 2]",7.15,15,22.5
4,4,plank_seconds,4,"[102, 102, 101, 100]",10,405,121.5
4,4,pushups,4,"[12, 11, 10, 9]",8.31,42,42
4,4,squats,4,"[23, 23, 21, 21]",10,88,61.6
4,4,situps,4,"[5, 6, 3, 2]",7.15,16,24
4,4,plank_seconds,4,"[102, 102, 101, 99]",10,404,121.2
5,4,pushups,4,"[6, 4, 3, 2]",8.31,15,15
5,4,squats,4,"[11, 11, 9, 8]",10,39,27.3
5,4,situps,4,"[2, 2, 1, 1]",7.16,6,9
5,4,plank_seconds,4,"[51, 50, 49, 47]",10,197,59.1
5,4,pushups,4,"[6, 5, 4, 2]",8.31,17,17
5,4,squats,4,"[11, 10, 10, 9]",10,40,28
5,4,situps,4,"[2, 2, 1, 1]",7.16,6,9
5,4,plank_seconds,4,"[50, 50, 49, 49]",10,198,59.4
5,4,pushups,4,"[5, 5, 3, 2]",8.31,15,15
5,4,squats,4,"[11, 11, 11, 8]",10,41,28.7
5,4,situps,4,"[2, 2, 1, 1]",7.16,6,9
5,4,plank_seconds,4,"[51, 50, 49, 47]",10,197,59.1
6,4,pushups,4,"[13, 12, 12, 10]",8.26,47,47
6,4,squats,4,"[28, 27, 27, 26]",10,108,75.6
6,4,situps,4,"[6, 5, 4, 4]",7.13,19,28.5
6,4,plank_seconds,4,"[123, 121, 120, 120]",10,484,145.2
6,4,pushups,4,"[14, 12, 11, 11]",8.26,48,48
6,4,squats,4,"[28, 28, 26, 25]",10,107,74.9
6,4,situps,4,"[7, 5, 4, 3]",7.13,19,28.5
6,4,plank_seconds,4,"[123, 121, 120, 120]",10,484,145.2
6,4,pushups,4,"[13, 12, 12, 11]",8.26,48,48
6,4,squats,4,"[30, 28, 27, 25]",10,110,77
6,4,situps,4,"[6, 6, 5, 3]",7.13,20,30
6,4,plank_seconds,4,"[122, 122, 121, 120]",10,485,145.5
7,4,pushups,4,"[5, 4, 3, 3]",8.19,15,15
7,4,squats,4,"[13, 11, 10, 11]",10,45,31.5
7,4,situps,4,"[2, 1, 1, 1]",7.09,5,7.5
7,4,plank_seconds,4,"[54, 53, 52, 50]",10,209,62.7
7,4,pushups,4,"[5, 5, 5, 2]",8.19,17,17
7,4,squats,4,"[13, 12, 11, 9]",10,45,31.5
7,4,situps,4,"[2, 2, 1, 1]",7.09,6,9
7,4,plank_seconds,4,"[53, 52, 51, 51]",10,207,62.1
7,4,pushups,4,"[6, 4, 3, 2]",8.19,15,15
7,4,squats,4,"[12, 11, 10, 9]",10,42,29.4
7,4,situps,4,"[2, 1, 2, 1]",7.09,6,9
7,4,plank_seconds,4,"[53, 53, 52, 51]",10,209,62.7
8,4,pushups,4,"[5, 3, 2, 2]",8.28,12,12
8,4,squats,4,"[10, 10, 7, 7]",10,34,23.8
8,4,situps,4,"[1, 1, 1, 1]",6.91,4,6
8,4,plank_seconds,4,"[42, 42, 40, 40]",10,164,49.2
8,4,pushups,4,"[5, 4, 3, 2]",8.28,14,14
8,4,squats,4,"[9, 9, 7, 7]",10,32,22.4
8,4,situps,4,"[2, 1, 1, 1]",6.91,5,7.5
8,4,plank_seconds,4,"[43, 41, 41, 40]",10,165,49.5
8,4,pushups,4,"[5, 4, 2, 1]",8.28,12,12
8,4,squats,4,"[10, 9, 7, 7]",10,33,23.1
8,4,situps,4,"[1, 1, 1, 1]",6.91,4,6
8,4,plank_seconds,4,"[42, 42, 40, 40]",10,164,49.2
9,4,pushups,4,"[15, 14, 13, 12]",8.34,54,54
9,4,squats,4,"[32, 31, 29, 29]",10,121,84.7
9,4,situps,4,"[8, 7, 5, 4]",7.17,24,36
9,4,plank_seconds,4,"[136, 135, 133, 132]",10,536,160.8
9,4,pushups,4,"[15, 15, 14, 12]",8.34,56,56
9,4,squats,4,"[31, 30, 29, 28]",10,118,82.6
9,4,situps,4,"[8, 6, 6, 4]",7.17,24,36
9,4,plank_seconds,4,"[135, 134, 134, 132]",10,535,160.5
10,4,pushups,4,"[3, 3, 2, 1]",8.04,9,9
10,4,squats,4,"[9, 8, 6, 6]",10,29,20.3
10,4,situps,4,"[1, 1, 1, 1]",7.02,4,6
10,4,plank_seconds,4,"[38, 38, 37, 35]",10,148,44.4
10,4,pushups,4,"[3, 2, 2, 1]",8.04,8,8
10,4,squats,4,"[8, 8, 6, 5]",10,27,18.9
10,4,situps,4,"[1, 1, 1, 1]",7.02,4,6
10,4,plank_seconds,4,"[40, 36, 37, 35]",10,148,44.4
11,4,pushups,4,"[4, 3, 3, 2]",8.19,12,12
11,4,squats,4,"[10, 9, 7, 6]",10,32,22.4
11,4,situps,4,"[1, 1, 1, 1]",6.87,4,6
11,4,plank_seconds,4,"[45, 43, 43, 42]",10,173,51.9
11,4,pushups,4,"[5, 3, 3, 1]",8.19,12,12
11,4,squats,4,"[9, 9, 8, 6]",10,32,22.4
11,4,situps,4,"[2, 1, 1, 1]",6.87,5,7.5
11,4,plank_seconds,4,"[45, 43, 42, 41]",10,171,51.3
11,4,pushups,4,"[5, 3, 3, 1]",8.19,12,12
11,4,squats,4,"[9, 8, 7, 7]",10,31,21.7
11,4,situps,4,"[1, 1, 1, 1]",6.87,4,6
11,4,plank_seconds,4,"[45, 44, 42, 41]",10,172,51.6
12,4,pushups,4,"[10, 9, 9, 7]",8.33,35,35
